Farming_off,Fishery_off,Gardening_off,Pet grooming_off,Pet training_off,Drawing_off,Painting_off,Sculpture_off,Print making_off,Poetry_off,Make-up_off,Facials_off,Pedicure & Manicure_off,Hair care_off,Ballet_off,Tap dance_off,Jazz dance_off,Salsa_off,Ballroom dance_off,Piano_off,Guitar_off,Drumming_off,Trumpet_off,Composing_off,Script writing_off,Play writing_off,Poetry writing_off,Caligraphy_off,Blogging_off,Journalism_off,German_off,Spanish_off,Arabic_off,French_off,English_off,Nutrition_off,Fitness & Excercise_off,Wellness_off,Tennis_off,Football_off,Basketball_off,Yoga_off,Baseball_off,Gymnastic_off,Cooking_off,Baking_off,Grilling_off,Meal planning_off,Sautéing_off,Programming_off,Graphic design_off,Data Analysis_off,Photoshop_off,Social Media_off,Camera handling_off,Photo editing_off,Lighting_off,Landscape photography_off,Portrait photography_off,Image processing_off,Video editing_off,Film making_off,Animation_off,Motion graphics_off,Visual effects_off,Expert_skill,Matched_skills_samples,Skill Domains
,,,,,Novice,Beginner,Advanced,Expert,Novice,,,,,Novice,Novice,Beginner,Intermediate,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print making_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Poetry_off']","['Dance', 'Art']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Novice,Advanced,Novice,Beginner,Novice,Expert,Novice,Beginner,Beginner,,,,,,Beginner,Novice,Novice,Advanced,Expert,Expert,,,,,,Portrait photography_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Image processing_off']","['Food', 'Sports', 'Photo']"
,,,Novice,Novice,,,,,,Novice,Expert,Novice,Intermediate,,,,,,,,,,,Beginner,Novice,Advanced,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facials_off,"['Make-up_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Pet grooming_off', 'Pet training_off']","['Beauty', 'Writing', 'Animal Care']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Intermediate,Expert,Advanced,,,,,,,,,,,,,,,,,Meal planning_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Sautéing_off']",['Food']
Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Advanced,Beginner,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Script writing_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Agriculture', 'Writing']"
,,,Expert,Advanced,,,,,,Advanced,Advanced,Novice,Novice,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet grooming_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Pet training_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Language', 'Animal Care', 'Beauty']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Beginner,Beginner,Advanced,Novice,,,,,,,,,,,Intermediate,Beginner,Advanced,Novice,Novice,Intermediate,Novice,Beginner,Novice,Intermediate,Beginner,Football_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Photo', 'Sports', 'Video']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Intermediate,Beginner,Beginner,,,,,,,,,,,,Graphic design_off,"['Programming_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']",['Technology']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,Grilling_off,"['Cooking_off', 'Baking_off', 'Meal planning_off', 'Sautéing_off']",['Food']
,,,Expert,Beginner,,,,,,,,,,Beginner,Intermediate,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,Expert,,,,,,,,,,,,Social Media_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Pet grooming_off', 'Pet training_off']","['Dance', 'Technology', 'Animal Care']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Expert,Novice,Beginner,Video editing_off,"['Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']",['Video']
,,,,,Intermediate,Novice,Novice,Expert,Novice,,,,,,,,,,Novice,Advanced,Novice,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print making_off,"['Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Poetry_off']","['Music', 'Art']"
,,,,,,,,,,Advanced,Novice,Novice,Beginner,,,,,,,,,,,Expert,Beginner,Expert,Novice,Novice,Intermediate,,,,,,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry writing_off,"['Script writing_off', 'Play writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Writing', 'Health', 'Beauty']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Intermediate,Novice,Novice,Advanced,Novice,,,,,,,,,,,,,,,,,Expert,Beginner,Expert,Intermediate,Beginner,Animation_off,"['Video editing_off', 'Film making_off', 'Motion graphics_off', 'Visual effects_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']","['Video', 'Sports']"
,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Novice,Novice,,,,,,Expert,Intermediate,Novice,Advanced,Novice,Novice,,,,,,,,,,,,,,,,,,,,Beginner,Intermediate,Novice,Expert,Intermediate,,,,,,,,,,,,Script writing_off,"['Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Writing', 'Dance', 'Technology']"
,,,,,,,,,,,,,,Novice,Beginner,Expert,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Advanced,Novice,,,,,,,,,,,,,,,,,Jazz dance_off,"['Ballet_off', 'Tap dance_off', 'Salsa_off', 'Ballroom dance_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Dance', 'Food']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Advanced,Intermediate,Novice,Beginner,Expert,,,,,,Image processing_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off']",['Photo']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Expert,Novice,,,,,,,,,,,,Photoshop_off,"['Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Social Media_off']",['Technology']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Beginner,Novice,Beginner,,,,,,Beginner,Expert,Advanced,Expert,Novice,Advanced,,,,,,Photo editing_off,"['Camera handling_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Photo', 'Food']"
,,,,,,,,,,Advanced,Expert,Advanced,Advanced,,,,,,,,,,,Novice,Expert,Intermediate,Beginner,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Play writing_off,"['Script writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Writing', 'Beauty']"
,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Advanced,Beginner,Novice,Beginner,,,,,,,,,,,,,,,Advanced,Beginner,Expert,Novice,Advanced,,,,,,,,,,,,,,,,,Grilling_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Cooking_off', 'Baking_off', 'Meal planning_off', 'Sautéing_off']","['Writing', 'Food']"
Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Expert,Novice,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,Farming_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Fishery_off', 'Gardening_off']","['Sports', 'Agriculture']"
Novice,Novice,Beginner,,,,,,,,Expert,Beginner,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,Intermediate,Make-up_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Video', 'Beauty', 'Agriculture']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Expert,Novice,Intermediate,,,,,,,,,,,Beginner,Intermediate,Novice,Novice,Beginner,Beginner,,,,,,Yoga_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Baseball_off', 'Gymnastic_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']","['Sports', 'Photo']"
,,,,,Novice,Beginner,Novice,Novice,Novice,,,,,Novice,Intermediate,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salsa_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Ballroom dance_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Dance', 'Art']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Beginner,Intermediate,,,,,,,,,,,,,,,Novice,Expert,Novice,Beginner,Novice,,,,,,,,,,,,Spanish_off,"['Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'German_off', 'Arabic_off', 'French_off', 'English_off']","['Technology', 'Language']"
,,,,,,,,,,Expert,Expert,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hair care_off,"['Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Beauty', 'Health']"
,,,Advanced,Beginner,Novice,Novice,Novice,Beginner,Beginner,,,,,,,,,,,,,,,Advanced,Beginner,Novice,Advanced,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blogging_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Journalism_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Pet grooming_off', 'Pet training_off']","['Writing', 'Art', 'Animal Care']"
Intermediate,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Expert,Novice,Beginner,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Expert,Advanced,,,,,,,,,,,,,,,,,Caligraphy_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Blogging_off', 'Journalism_off']","['Food', 'Agriculture', 'Writing']"
Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Beginner,Expert,Beginner,Advanced,Expert,Advanced,Beginner,Expert,,,,,,,,,,,,,,,,,Baseball_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Gymnastic_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Sports', 'Agriculture', 'Food']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Novice,Beginner,Novice,,,,Novice,Novice,Intermediate,Intermediate,Beginner,Advanced,,,,,,Intermediate,Beginner,Beginner,Novice,Novice,,,,,,,,,,,,German_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Sports', 'Technology', 'Language']"
,,,,,Advanced,Intermediate,Novice,Advanced,Novice,,,,,,,,,,Beginner,Intermediate,Expert,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Composing_off,"['Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Music', 'Art']"
Novice,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Novice,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Script writing_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Agriculture', 'Writing']"
,,,,,Beginner,Novice,Beginner,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off']",['Art']
,,,,,,,,,,,,,,,,,,,Novice,Advanced,Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trumpet_off,"['Piano_off', 'Guitar_off', 'Drumming_off', 'Composing_off']",['Music']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Advanced,Expert,Novice,,,,,,,,,,,,,,,,,Meal planning_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Sautéing_off']",['Food']
,,,,,,,,,,Novice,Intermediate,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedicure & Manicure_off,"['Make-up_off', 'Facials_off', 'Hair care_off']",['Beauty']
,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Expert,Intermediate,Intermediate,Novice,Beginner,Novice,Expert,Intermediate,Expert,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry writing_off,"['Script writing_off', 'Play writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Writing', 'Health', 'Language']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Expert,Beginner,Advanced,Advanced,,,,,,Lighting_off,"['Camera handling_off', 'Photo editing_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']",['Photo']
Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Novice,Beginner,Intermediate,,,,,,,,,,,,,,,,,Expert,Novice,Advanced,Intermediate,Beginner,Video editing_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Sports', 'Agriculture', 'Video']"
,,,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Intermediate,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Intermediate,Expert,Novice,,,,,,Camera handling_off,"['Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Pet grooming_off', 'Pet training_off']","['Photo', 'Health', 'Animal Care']"
,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Intermediate,Beginner,Intermediate,,,,,,,,,Novice,Advanced,Beginner,Intermediate,Advanced,Intermediate,,,,,,,,,,,Intermediate,Beginner,Intermediate,Novice,Intermediate,Expert,,,,,,Image processing_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Sports', 'Photo', 'Writing']"
,,,,,,,,,,Expert,Beginner,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Intermediate,Beginner,Intermediate,Expert,,,,,,,,,,,,,,,,,Sautéing_off,"['Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off']","['Beauty', 'Food']"
,,,,,Expert,Novice,Intermediate,Novice,Beginner,,,,,,,,,,Beginner,Novice,Beginner,Novice,Novice,,,,,,,Intermediate,Novice,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drawing_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Language', 'Music', 'Art']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Intermediate,Advanced,Beginner,,,,,,,,,,,,,,,,,Cooking_off,"['Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']",['Food']
,,,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Expert,Intermediate,Intermediate,Pet grooming_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off', 'Pet training_off']","['Video', 'Animal Care']"
,,,,,,,,,,Advanced,Novice,Beginner,Expert,,,,,,Intermediate,Beginner,Beginner,Advanced,Beginner,,,,,,,,,,,,Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hair care_off,"['Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Beauty', 'Music', 'Health']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Advanced,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,Yoga_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Baseball_off', 'Gymnastic_off']",['Sports']
,,,Intermediate,Advanced,,,,,,,,,,Advanced,Novice,Novice,Novice,Novice,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrition_off,"['Fitness & Excercise_off', 'Wellness_off', 'Pet grooming_off', 'Pet training_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Health', 'Animal Care', 'Dance']"
,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Beginner,Novice,Intermediate,,,,,,,,,Intermediate,Expert,Beginner,Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Sports', 'Writing']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish_off,"['German_off', 'Arabic_off', 'French_off', 'English_off']",['Language']
,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Intermediate,Beginner,Advanced,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Intermediate,Novice,Advanced,Video editing_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Writing', 'Video']"
,,,,,Intermediate,Novice,Beginner,Advanced,Expert,Beginner,Intermediate,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poetry_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Art', 'Beauty']"
Novice,Novice,Intermediate,,,,,,,,Intermediate,Intermediate,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Novice,Intermediate,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,Tennis_off,"['Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Beauty', 'Sports', 'Agriculture']"
Novice,Novice,Beginner,,,,,,,,,,,,,,,,,Intermediate,Beginner,Beginner,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Beginner,Beginner,Expert,Visual effects_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Video', 'Music', 'Agriculture']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Advanced,Novice,Novice,Expert,Novice,Beginner,Intermediate,Advanced,Intermediate,,,,,,,,,,,,,,,,,Gymnastic_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Sports', 'Food']"
,,,,,Intermediate,Novice,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Advanced,Intermediate,,,,Beginner,Novice,Novice,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,Yoga_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Baseball_off', 'Gymnastic_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Sports', 'Language', 'Art']"
Novice,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Advanced,Novice,,,,,,,,,,,,,,,Novice,Beginner,Expert,Novice,Expert,,,,,,,,,,,,Data Analysis_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Programming_off', 'Graphic design_off', 'Photoshop_off', 'Social Media_off']","['Agriculture', 'Language', 'Technology']"
,,,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet training_off,['Pet grooming_off'],['Animal Care']
,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Beginner,Novice,,,,,,,,,,,,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar_off,"['Piano_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Music', 'Health']"
Novice,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gardening_off,"['Farming_off', 'Fishery_off']",['Agriculture']
,,,,,,,,,,,,,,Novice,Novice,Expert,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Beginner,Novice,,,,,,,,,,,,Jazz dance_off,"['Ballet_off', 'Tap dance_off', 'Salsa_off', 'Ballroom dance_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Dance', 'Technology']"
,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,Expert,Beginner,Novice,Intermediate,Novice,Expert,Expert,,,,,,,,,,,,Novice,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trumpet_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Composing_off']","['Health', 'Dance', 'Music']"
,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Expert,Beginner,,,,,,,,,,,,Beginner,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitness & Excercise_off,"['Nutrition_off', 'Wellness_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Health', 'Music']"
,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Advanced,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Play writing_off,"['Script writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']",['Writing']
